City,Region,Country,AirQuality,WaterPollution
Geel,Flemish Region,Belgium,87.5,50
Bahir Dar,Amhara Region,Ethiopia,50,50
Enugu,Enugu State,Nigeria,5,100
Great Falls,Montana,United States of America,75,25
Ta'izz,Ta'izz Governorate,Yemen,0,100
Sylhet,Sylhet Division,Bangladesh,50,53.33333333
Americana,Sao Paulo,Brazil,25,75
Kurashiki,Okayama Prefecture,Japan,50,50
Nova Friburgo,Rio de Janeiro,Brazil,100,0
Huancayo,Junin,Peru,75,75
Ames,Iowa,United States of America,66.66666667,50
Kolin,,Czech Republic,75,50
Prerov,,Czech Republic,62.5,50
Prostejov,,Czech Republic,50,50
Hadera,Haifa District,Israel,25,50
Kamloops,British Columbia,Canada,71.42857143,25
Macae,Rio de Janeiro,Brazil,100,37.5
Ibiza,Balearic Islands,Spain,68.75,50
Bridgewater,Nova Scotia,Canada,100,0
Rochdale,England,United Kingdom,50,0
Alor Setar,Kedah,Malaysia,70.83333333,41.66666667
Wolfville,Nova Scotia,Canada,75,0
Backa Palanka,,Serbia,62.5,50
Aktobe,Aktobe Region,Kazakhstan,25,87.5
Kiskunfelegyhaza,Bacs-Kiskun County,Hungary,100,75
Kenitra,Rabat-Sale-Kenitra,Morocco,40.625,71.42857143
Toowoomba,Queensland,Australia,86.66666667,10
Riobamba,Chimborazo Province,Ecuador,100,75
Spanish Fork,Utah,United States of America,75,0
Logan,Utah,United States of America,67.85714286,0
Tooele,Utah,United States of America,100,50
Farmington,Utah,United States of America,100,50
Lewiston,Utah,United States of America,75,0
Villach,Carinthia,Austria,85.41666667,11.25
Algeciras,Andalusia,Spain,75,50
Berkeley,California,United States of America,79.16666667,36.11111111
Karaganda,Karaganda Region,Kazakhstan,16.66666667,66.66666667
Marbella,Andalusia,Spain,94.64285714,42.85714286
Port Perry,Ontario,Canada,100,37.5
Ann Arbor,Michigan,United States of America,76.31578947,51.78571429
Pasadena,California,United States of America,65,20
Key West,Florida,United States of America,100,0
Leoben,Styria,Austria,80,75
Ferrol,Galicia,Spain,100,50
Aveiro,Aveiro,Portugal,67.1875,46.66666667
Duluth,Minnesota,United States of America,96.42857143,25
Glendale,California,United States of America,77.5,45.83333333
Liupanshui,Guizhou,People's Republic of China,0,50
Anshun,Guizhou,People's Republic of China,37.5,50
San Bernardino,California,United States of America,0,50
Tongren,Guizhou,People's Republic of China,25,50
Pavlodar,Pavlodar Region,Kazakhstan,0,75
Pensacola,Florida,United States of America,66.17647059,53.125
Kufstein,Tyrol,Austria,87.5,50
Cedar Rapids,Iowa,United States of America,89.28571429,25
Baden bei Wien,Lower Austria,Austria,87.5,50
Evansville,Indiana,United States of America,68.75,37.5
Kansas City,Kansas,United States of America,68.75,31.25
Rochester,Minnesota,United States of America,80.55555556,62.5
Mountain View,California,United States of America,91.66666667,33.33333333
Pomona,California,United States of America,37.5,75
South Bend,Indiana,United States of America,92.85714286,33.33333333
Atyrau,Atyrau Region,Kazakhstan,28.57142857,60.71428571
Minot,North Dakota,United States of America,68.75,75
Monterey,California,United States of America,91.66666667,34.375
Klosterneuburg,Lower Austria,Austria,62.5,50
Wolfsberg,Carinthia,Austria,100,50
Barakaldo,Basque Autonomous Community,Spain,87.5,50
Leonding,Upper Austria,Austria,100,0
Iowa City,Iowa,United States of America,83.33333333,37.5
Benidorm,Community of Valencia,Spain,80.55555556,50
St. Augustine,Florida,United States of America,87.5,62.5
Gainesville,Florida,United States of America,87.5,34.375
Palm Springs,California,United States of America,43.75,87.5
Salinas,California,United States of America,100,50
Ontario,California,United States of America,33.33333333,25
Eureka,California,United States of America,100,0
Oceanside,California,United States of America,75,75
Palmdale,California,United States of America,32.14285714,50
Kostanay,Kostanay Region,Kazakhstan,0,75
Torrance,California,United States of America,75,0
Sioux City,Iowa,United States of America,100,50
Tulln an der Donau,Lower Austria,Austria,87.5,50
Schwechat,Lower Austria,Austria,87.5,50
Bloomington,Indiana,United States of America,83.33333333,55
Ventura,California,United States of America,85,35
Concord,California,United States of America,62.5,12.5
Flint,Michigan,United States of America,62.5,87.5
Gulfport,Mississippi,United States of America,100,0
Daytona Beach,Florida,United States of America,96.42857143,46.42857143
Biloxi,Mississippi,United States of America,100,50
Fort Collins,Colorado,United States of America,86.84210526,35
Alameda,California,United States of America,62.5,37.5
Sri Ganganagar,Rajasthan,India,50,44.44444444
Adoni,,India,0,100
Carlsbad,California,United States of America,75,25
Hayward,California,United States of America,87.5,25
Fontana,California,United States of America,45,35
Santa Clarita,California,United States of America,87.5,31.25
Canton,Ohio,United States of America,83.33333333,25
Roseville,California,United States of America,93.75,40
Anderson,Indiana,United States of America,90,25
Sarasota,Florida,United States of America,90.38461538,25
Williamsburg,Virginia,United States of America,100,0
Winchester,Virginia,United States of America,100,50
Terre Haute,Indiana,United States of America,75,12.5
Andover,England,United Kingdom,92.5,25
Walnut Creek,California,United States of America,83.33333333,8.333333333
Lawrence,Kansas,United States of America,87.5,50
Owensboro,Kentucky,United States of America,60.71428571,66.66666667
Kronach,Bavaria,Germany,87.5,50
Knittelfeld,Styria,Austria,75,50
Carson,California,United States of America,25,100
Corona,California,United States of America,50,37.5
Lancaster,California,United States of America,87.5,12.5
Fullerton,California,United States of America,100,25
Victorville,California,United States of America,85.71428571,50
Antioch,California,United States of America,0,75
Redding,California,United States of America,72.22222222,45.83333333
Rancho Cucamonga,California,United States of America,66.66666667,16.66666667
El Centro,California,United States of America,78.57142857,66.66666667
Visalia,California,United States of America,40,75
Manzini,Manzini Region,Eswatini,100,62.5
Idaho Falls,Idaho,United States of America,95.83333333,16.66666667
Wrexham,Wales,United Kingdom,83.33333333,0
Qujing,Yunnan,People's Republic of China,25,50
Ekibastuz,Pavlodar Region,Kazakhstan,25,50
Yuxi,Yunnan,People's Republic of China,25,50
Xianyang,Shaanxi,People's Republic of China,0,50
Tubize,Wallonia,Belgium,100,0
Bendigo,Victoria,Australia,0,100
Bad Arolsen,Hesse,Germany,100,50
Bauska,,Latvia,75,50
Tyler,Texas,United States of America,66.66666667,45.83333333
Merced,California,United States of America,87.5,50
Costa Mesa,California,United States of America,56.25,40
Yakima,Washington,United States of America,78.125,31.25
Ilam,Ilam Province,Iran,0,50
Coeur d'Alene,Idaho,United States of America,79.16666667,50
Moscow,Idaho,United States of America,37.5,62.5
Shah Alam,Selangor,Malaysia,42.30769231,68.75
Ogbomosho,Oyo State,Nigeria,50,0
Overland Park,Kansas,United States of America,98.21428571,16.66666667
Lewiston,Maine,United States of America,100,50
Coatzacoalcos,Veracruz,Mexico,50,83.33333333
Rishikesh,Uttarakhand,India,37.5,87.5
Khorramabad,Lorestan Province,Iran,50,75
Humenne,Presov Region,Slovakia,62.5,25
Uherske Hradiste,,Czech Republic,45,0
Vereeniging,Gauteng,South Africa,8.333333333,100
Lawton,Oklahoma,United States of America,100,50
Tottenham,England,United Kingdom,30,20
Vila Real,Vila Real,Portugal,100,6.25
Guelph,Ontario,Canada,86.9047619,26.47058824
Ayacucho,Ayacucho,Peru,100,0
Chaves,Vila Real,Portugal,100,25
Franca,Sao Paulo,Brazil,100,50
Clausthal-Zellerfeld,Lower Saxony,Germany,100,50
Ouarzazate,Draa-Tafilalet,Morocco,25,100
Redwood City,California,United States of America,100,0
Coral Springs,Florida,United States of America,100,50
Decatur,Illinois,United States of America,70.83333333,37.5
Mission Viejo,California,United States of America,75,75
Fort Myers,Florida,United States of America,70.58823529,85
Veurne,Flemish Region,Belgium,87.5,50
Rochester,England,United Kingdom,95.83333333,0
Vsetin,,Czech Republic,62.5,50
Tongchuan,Shaanxi,People's Republic of China,0,50
Baoji,Shaanxi,People's Republic of China,0,50
Bad Waldsee,Baden-Wurttemberg,Germany,100,50
Hanzhong,Shaanxi,People's Republic of China,0,100
Ankang,Shaanxi,People's Republic of China,25,75
Albany,Oregon,United States of America,75,12.5
Chimbote,Ancash,Peru,0,100
Veraval,Gujarat,India,0,100
Varamin,Tehran Province,Iran,0,50
Nakhon Pathom,Nakhon Pathom,Thailand,25,62.5
Sahiwal,Punjab,Pakistan,75,25
Presidente Prudente,Sao Paulo,Brazil,68.75,12.5
Passo Fundo,Rio Grande do Sul,Brazil,50,75
Koror,,Palau,100,0
Bamenda,Northwest,Cameroon,15,92.85714286
Tsetserleg,Arkhangai Province,Mongolia,0,50
Ajman,Emirate of Ajman,United Arab Emirates,44.64285714,42.30769231
Naxos,,Greece,100,50
Encinitas,California,United States of America,75,12.5
Jinchang,Gansu,People's Republic of China,20,0
Tianshui,Gansu,People's Republic of China,0,50
Pingliang,Gansu,People's Republic of China,0,50
Hohhot,Inner Mongolia,People's Republic of China,0,50
Weilheim in Oberbayern,Bavaria,Germany,100,50
Alexandria,Minnesota,United States of America,100,25
La Vega,La Vega Province,Dominican Republic,33.33333333,93.75
Portimao,,Portugal,90,35
Arnprior,Ontario,Canada,100,25
Bordj Bou Arreridj,Bordj Bou Arreridj Province,Algeria,62.5,0
Royal Leamington Spa,England,United Kingdom,92.85714286,0
Dunakeszi,Pest County,Hungary,50,0
Twin Falls,Idaho,United States of America,75,75
Merrillville,Indiana,United States of America,87.5,50
Warwick,England,United Kingdom,89.28571429,25
Yeovil,England,United Kingdom,62.5,37.5
Vila Nova de Famalicao,Braga,Portugal,100,50
Buckow,Brandenburg,Germany,87.5,50
Pila,Greater Poland Voivodeship,Poland,53.125,0
Ankeny,Iowa,United States of America,100,50
Annan,Scotland,United Kingdom,50,50
Kos,,Greece,100,25
Bozeman,Montana,United States of America,100,5.555555556
Baotou,Inner Mongolia,People's Republic of China,28.57142857,33.33333333
Wuhai,Inner Mongolia,People's Republic of China,0,50
Chifeng,Inner Mongolia,People's Republic of China,0,50
Senta,,Serbia,25,75
Qinzhou,Guangxi,People's Republic of China,0,50
Guigang,Guangxi,People's Republic of China,12.5,50
Greenville,South Carolina,United States of America,91.25,18.33333333
Warri,Delta State,Nigeria,0,100
New Braunfels,Texas,United States of America,100,31.25
Pittsfield,Illinois,United States of America,100,50
Lapu-Lapu,,Philippines,12.5,87.5
Wheaton,Illinois,United States of America,100,0
Macomb,Illinois,United States of America,75,0
McHenry,Illinois,United States of America,75,75
Lockport,Illinois,United States of America,100,0
Quincy,Illinois,United States of America,91.66666667,25
Upington,,South Africa,100,12.5
Corning,New York,United States of America,100,37.5
Kilmarnock,Scotland,United Kingdom,75,16.66666667
Telford,England,United Kingdom,90.625,31.25
Mariapocs,Szabolcs-Szatmar-Bereg County,Hungary,100,0
Calbayog,,Philippines,75,50
Crystal Lake,Illinois,United States of America,68.75,25
Bloomington,Illinois,United States of America,93.75,25
Collinsville,Illinois,United States of America,75,25
Rock Island,Illinois,United States of America,79.16666667,50
Champaign,Illinois,United States of America,58.33333333,33.33333333
Mount Vernon,Illinois,United States of America,100,0
Labasa,Northern Division,Fiji,50,100
Morden,Manitoba,Canada,25,50
Burlington,Iowa,United States of America,87.5,37.5
DeKalb,Illinois,United States of America,75,50
Cabudare,Lara,Venezuela,0,100
Orange,New South Wales,Australia,100,0
Gulu,,Uganda,100,0
Satara,Maharashtra,India,87.5,56.25
Bradenton,Florida,United States of America,83.33333333,42.85714286
Antsirabe,,Madagascar,0,100
Hazel Park,Michigan,United States of America,25,25
Owerri,Imo State,Nigeria,10,100
Kissimmee,Florida,United States of America,70,68.75
Udupi,Karnataka,India,50,37.5
Fort Pierce,Florida,United States of America,75,0
Stara Pazova,,Serbia,62.5,50
Deerfield Beach,Florida,United States of America,91.66666667,36.11111111
Paso Robles,California,United States of America,100,75
Kuala Belait,Belait District,Brunei,12.5,100
Kharagpur,West Bengal,India,50,55.76923077
Germantown,Tennessee,United States of America,100,25
Prince George,British Columbia,Canada,58.33333333,41.66666667
Nachod,,Czech Republic,100,50
Spisska Stara Ves,Presov Region,Slovakia,12.5,50
Farah,Farah,Afghanistan,100,0
Bintulu,Sarawak,Malaysia,39.28571429,60
General Santos,,Philippines,66.66666667,66.66666667
Mandurah,Western Australia,Australia,37.5,62.5
Ialoveni,Ialoveni District,Moldova,25,75
Gore,Southland Region,New Zealand,60,100
Florence,South Carolina,United States of America,100,50
Balneario Camboriu,Santa Catarina,Brazil,25,87.5
Yucaipa,California,United States of America,50,75
Loei,Loei,Thailand,37.5,50
Begusarai,Bihar,India,44.44444444,55
Sinop,Sinop Province,Turkey,0,75
Powell River,British Columbia,Canada,100,0
East Chicago,Indiana,United States of America,100,50
Thies,Thies Region,Senegal,50,25
Masvingo,,Zimbabwe,25,62.5
Temixco,Morelos,Mexico,100,75
Coffs Harbour,New South Wales,Australia,100,25
Shizuishan,Ningxia,People's Republic of China,0,50
Gosford,New South Wales,Australia,100,0
Babol,Mazandaran Province,Iran,100,0
Kamez,Tirana County,Albania,50,100
Potchefstroom,,South Africa,43.75,84.375
Malayer,Hamadan Province,Iran,12.5,50
Geraldton,Western Australia,Australia,82.14285714,25
Stara Lubovna,Presov Region,Slovakia,100,75
Port Macquarie,New South Wales,Australia,75,46.15384615
Rockhampton,Queensland,Australia,88.63636364,18.75
Fremantle,Western Australia,Australia,91.66666667,50
Port Lincoln,South Australia,Australia,0,25
Wodonga,New South Wales,Australia,100,0
Hervey Bay,Queensland,Australia,66.66666667,33.33333333
Mount Isa,Queensland,Australia,92.85714286,75
Iguala,Guerrero,Mexico,85,75
Gilgit,Gilgit-Baltistan,Pakistan,75,100
Lorain,Ohio,United States of America,0,50
Palm Coast,Florida,United States of America,90,55
Lae,Morobe Province,Papua New Guinea,62.5,50
Queenstown,Otago Region,New Zealand,90.625,25
Tenterden,England,United Kingdom,100,0
Fairfax,South Carolina,United States of America,78.33333333,28.84615385
Wafangdian,Liaoning,People's Republic of China,0,50
Indaiatuba,Sao Paulo,Brazil,87.5,31.25
Louny,,Czech Republic,50,0
Nadi,Western Division,Fiji,57.14285714,57.14285714
Apple Valley,California,United States of America,100,0
Raahe,,Finland,100,50
Tomar,Santarem,Portugal,100,75
Teresopolis,Rio de Janeiro,Brazil,75,100
Ghardaia,Ghardaia Province,Algeria,75,100
Kapfenberg,Styria,Austria,75,0
Killarney,,Ireland,91.66666667,25
Puerto de la Cruz,Canary Islands,Spain,100,62.5
Falkirk,Scotland,United Kingdom,100,0
Hollabrunn,Lower Austria,Austria,87.5,50
Araraquara,Sao Paulo,Brazil,58.33333333,50
Ibajay,Western Visayas,Philippines,50,0
Aracatuba,Sao Paulo,Brazil,50,0
Layyah,Punjab,Pakistan,75,100
Thomasville,North Carolina,United States of America,87.5,50
High Point,North Carolina,United States of America,75,12.5
Norwich,Connecticut,United States of America,92.85714286,50
San Rafael,California,United States of America,100,0
Nakhon Ratchasima,Nakhon Ratchasima,Thailand,25,64.28571429
Montego Bay,Cornwall County,Jamaica,50,73.21428571
Lafayette,Indiana,United States of America,66.66666667,56.25
Neiva,Huila Department,Colombia,75,75
Kraslava,Kraslava Municipality,Latvia,50,50
Waterloo,Ontario,Canada,84.72222222,34.72222222
Pondicherry,Puducherry,India,50,59.09090909
Lakeland,Florida,United States of America,100,45
Midrand,Gauteng,South Africa,16.66666667,50
Balasore,Odisha,India,21.15384615,58.33333333
Barrington,Rhode Island,United States of America,50,25
Lomas de Zamora,Buenos Aires Province,Argentina,62.5,37.5
Busselton,Western Australia,Australia,90,50
Poltsamaa,Jogeva County,Estonia,100,0
Permet,Gjirokaster County,Albania,100,0
Grande Prairie,Alberta,Canada,87.5,15.625
Coquitlam,British Columbia,Canada,80.95238095,30.88235294
Sialkot,Punjab,Pakistan,37.5,67.70833333
Santa Maria,California,United States of America,83.33333333,75
Skarzysko-Kamienna,Swietokrzyskie Voivodeship,Poland,62.5,50
Krugersdorp,Gauteng,South Africa,25,100
Portmore,Middlesex County,Jamaica,38.33333333,70.45454545
Longford,Leinster,Ireland,100,50
Mtwara,Mtwara Region,Tanzania,50,50
Arrecife,Canary Islands,Spain,80,0
Asheville,North Carolina,United States of America,88.88888889,48
Crewe,England,United Kingdom,100,0
Tapa,Laane-Viru County,Estonia,100,50
Gainesville,Georgia,United States of America,100,50
Kota Bharu,Kelantan,Malaysia,81.25,56.25
Hat Yai,Songkhla,Thailand,75,25
Embu das Artes,Sao Paulo,Brazil,50,50
Dourados,Mato Grosso do Sul,Brazil,75,75
Diadema,Sao Paulo,Brazil,41.66666667,75
Montes Claros,Minas Gerais,Brazil,50,25
Dumfries,Scotland,United Kingdom,100,0
Wicklow,Leinster,Ireland,100,50
Ratlam,Madhya Pradesh,India,65,55
Peristeri,Attica Region,Greece,62.5,50
Bolnisi,Kvemo Kartli,Georgia,0,100
Morgantown,West Virginia,United States of America,86.11111111,75
Atascadero,California,United States of America,100,100
Newbury,England,United Kingdom,100,0
Ensenada,Baja California,Mexico,79.41176471,50
Cartagena,Bolivar Department,Colombia,60,65
Karamay,Xinjiang,People's Republic of China,12.5,50
Citrus Heights,California,United States of America,100,50
Mielec,Podkarpackie Voivodeship,Poland,50,50
Wilmington,North Carolina,United States of America,100,50
Landeck,Tyrol,Austria,87.5,50
Weymouth,England,United Kingdom,100,0
Laizhou,Shandong,People's Republic of China,0,50
Hua Hin,Prachuap Khiri Khan,Thailand,39.28571429,76.78571429
Singleton,New South Wales,Australia,87.5,50
Tupelo,Mississippi,United States of America,85.71428571,25
Perry,Georgia,United States of America,87.5,50
Davis,California,United States of America,75,25
Negombo,Western Province,Sri Lanka,30.55555556,69.44444444
College Park,Maryland,United States of America,100,0
Bend,Oregon,United States of America,100,0
Worthing,England,United Kingdom,75,31.25
Prince Albert,Saskatchewan,Canada,75,37.5
Srikakulam,Andhra Pradesh,India,75,37.5
Chapel Hill,North Carolina,United States of America,83.33333333,41.66666667
Wejherowo,Pomeranian Voivodeship,Poland,87.5,50
Ha'il,???il Province,Saudi Arabia,41.66666667,41.66666667
Pueblo,Colorado,United States of America,95,50
Arlon,Wallonia,Belgium,100,50
Clinton,Iowa,United States of America,87.5,50
